,Close,High,Open,Low
0,0.6519465673823593,0.5403483416286717,0.6371728580740815,0.6845981935982673
1,0.6469398148568827,0.5415441169111385,0.6312812267622518,0.6720349462360242
2,0.6407406935185128,0.5393362814722225,0.6266664331236422,0.6640864631697512
3,0.6343073617896301,0.5349269926141006,0.6210150368362866,0.6568874512163121
4,0.6281019524750707,0.5299921086739352,0.6152335086562519,0.6503820069072763
5,0.6222635663276131,0.5251053008009555,0.6097071095784076,0.6444447623668272
6,0.6168261959720585,0.5204566800673581,0.6045227909849311,0.6389828952465388
7,0.6117842737141442,0.5161079968716538,0.5997004568689979,0.63394477232763
8,0.6071176051084171,0.5120680195599724,0.5952312317658159,0.6292921242825691
9,0.6028016288246771,0.508325738046899,0.5910955678349712,0.6249932464413192
10,0.598811319686852,0.5048635062240595,0.5872710586513554,0.6210203750320338
11,0.5951226282131507,0.5016620572281709,0.583735277254568,0.6173484465131446
12,0.5917129626879839,0.49870241474856847,0.5804668140431065,0.6139545298215396
13,0.5885612982165219,0.4959665780310346,0.5774456117520078,0.6108175227200645
14,0.5856481447130846,0.49343772685630927,0.5746530253554797,0.6079179569069422
15,0.582955464916714,0.49110024225971227,0.5720717792103638,0.6052378520700398
16,0.5804665779250578,0.48893965906646886,0.5696858886987013,0.6027605944781755
17,0.5781660618633362,0.48694259571837684,0.5674805724960897,0.6004708300804124
18,0.5760396606965275,0.4850966790302781,0.5654421654393366,0.598354367796713
19,0.5740741968221351,0.48339047054350204,0.5635580356044159,0.5963980909572745
20,0.5722574897761505,0.4818133968356766,0.5618165067191894,0.5945898757719035
21,0.5705782808935275,0.48035568446654253,0.5602067860768185,0.5929185160992678
22,0.569026163592499,0.4790082995953687,0.5587188977584183,0.5913736539610143
23,0.5675915189044608,0.47776289206895395,0.5573436208518905,0.589945715335086
24,0.5662654558711071,0.47661174370207626,0.5560724323238357,0.5886258508164938
25,0.5650397564478196,0.4755477204568549,0.5548974542062096,0.5874058807723375
26,0.5639068245751647,0.47456422823531574,0.5538114047766145,0.5862782446490309
27,0.5628596391041856,0.47365517201539953,0.5528075534321266,0.5852359541167172
